IssueId,type,status,resolution,component,priority,reporter,created,assigned,assignee,resolved
5541,Improvement,Closed,Fixed,Store,Minor,Person 394,2011/12/15 13:42:25 +0100,2011/12/15 13:42:25 +0100,Person 394,2011/12/19 10:42:15 +0100
5547,Bug,Closed,Fixed,Test,Major,Person 383,2011/12/19 21:16:54 +0100,2011/12/20 09:21:13 +0100,Person 394,2011/12/22 11:24:15 +0100
5552,Bug,Closed,Fixed,Network Server,Blocker,Person 511,2011/12/22 16:54:55 +0100,2012/02/28 20:05:13 +0100,Person 492,2012/02/28 20:06:14 +0100
5554,Bug,Closed,Fixed,SQL,Major,Person 410,2011/12/23 06:49:41 +0100,2012/07/09 20:21:17 +0100,Person 418,2013/06/14 17:54:41 +0100
5559,Bug,Closed,Fixed,Test,Major,Person 383,2011/12/27 20:23:13 +0100,2012/01/09 23:31:21 +0100,Person 395,2012/01/13 19:02:22 +0100
5560,Bug,Closed,Fixed,Network Client,Major,Person 511,2011/12/28 16:12:04 +0100,2013/08/12 13:53:30 +0100,Person 393,2013/08/14 21:25:03 +0100
5561,Bug,Closed,Fixed,Network Client,Major,Person 511,2011/12/28 16:26:51 +0100,2012/09/21 02:07:06 +0100,Person 422,2012/10/01 15:41:04 +0100
5565,Improvement,Closed,Fixed,Network Server,Major,Person 393,2012/01/04 20:24:38 +0100,2012/02/16 01:19:32 +0100,Person 393,2012/05/20 21:46:49 +0100
5567,Bug,Closed,Fixed,SQL,Major,Person 405,2012/01/05 14:35:04 +0100,2012/10/09 19:55:03 +0100,Person 405,2012/10/09 19:55:11 +0100
5568,Bug,Closed,Fixed,Test,Major,Person 394,2012/01/05 17:12:45 +0100,2012/01/05 18:11:06 +0100,Person 394,2012/01/09 10:19:19 +0100
5580,Bug,Closed,Fixed,Test,Major,Person 395,2012/01/20 21:21:21 +0100,2012/01/20 21:21:21 +0100,Person 394,2012/02/22 23:31:15 +0100
5582,Bug,Closed,Fixed,Services,Major,Person 393,2012/01/21 01:18:04 +0100,2012/02/10 00:12:34 +0100,Person 393,2012/02/10 18:33:11 +0100
5584,Bug,Closed,Fixed,SQL,Major,Person 514,2012/01/23 14:44:10 +0100,2012/01/25 15:53:32 +0100,Person 410,2012/02/22 07:07:30 +0100
5604,Improvement,Closed,Fixed,Store,Trivial,Person 86,2012/02/06 03:04:12 +0100,2012/02/06 03:04:12 +0100,Person 405,2012/02/10 04:46:13 +0100
5609,Improvement,Closed,Fixed,Test,Major,Person 394,2012/02/08 21:14:38 +0100,2012/02/08 21:14:38 +0100,Person 394,2012/02/09 13:25:05 +0100
5610,Bug,Closed,Fixed,Network Server,Minor,Person 393,2012/02/09 00:30:53 +0100,2013/07/19 05:19:55 +0100,Person 393,2013/10/09 17:25:07 +0100
5615,Bug,Resolved,Fixed,SQL; Store,Major,Person 418,2012/02/14 18:02:56 +0100,2014/11/12 21:29:21 +0100,Person 394,2014/11/12 21:29:21 +0100
5624,Bug,Closed,Fixed,Store,Major,Person 395,2012/02/20 18:38:58 +0100,2012/02/20 18:38:58 +0100,Person 395,2012/04/02 19:45:00 +0100
5642,Bug,Closed,Fixed,Test,Major,Person 394,2012/03/09 07:39:19 +0100,2012/03/09 07:39:19 +0100,Person 394,2012/03/09 10:28:45 +0100
5646,Improvement,Closed,Fixed,Test,Major,Person 394,2012/03/12 11:04:04 +0100,2012/03/12 11:04:04 +0100,Person 394,2012/03/12 11:58:49 +0100
5647,Bug,Closed,Fixed,Services,Minor,Person 394,2012/03/12 15:23:06 +0100,2012/03/13 18:29:11 +0100,Person 418,2012/03/13 18:29:24 +0100
5679,Bug,Closed,Fixed,Store,Critical,Person 507,2012/03/29 21:21:32 +0100,2012/05/02 13:58:44 +0100,Person 418,2013/06/28 00:13:18 +0100
5681,Bug,Closed,Fixed,SQL; Store,Major,Person 511,2012/04/01 00:07:52 +0100,2012/04/03 17:58:11 +0100,Person 380,2012/05/18 23:45:32 +0100
5687,Bug,Closed,Fixed,SQL,Major,Person 418,2012/04/09 13:58:11 +0100,2012/04/17 14:15:30 +0100,Person 418,2013/06/27 23:21:22 +0100
5692,Bug,Closed,Fixed,,Minor,Person 383,2012/04/17 19:16:58 +0100,2012/04/19 19:50:05 +0100,Person 383,2012/04/19 19:50:05 +0100
5705,Bug,Closed,Fixed,Test,Major,Person 394,2012/04/24 09:55:46 +0100,2012/04/24 09:55:46 +0100,Person 394,2012/04/25 12:20:07 +0100
5706,Improvement,Closed,Fixed,Test,Minor,Person 394,2012/04/24 10:49:29 +0100,2012/04/24 10:49:29 +0100,Person 394,2012/04/24 11:48:00 +0100
5709,Bug,Closed,Fixed,Test,Major,Person 394,2012/04/24 13:31:15 +0100,2012/04/24 13:31:15 +0100,Person 394,2012/04/25 07:15:53 +0100
5710,Bug,Closed,Fixed,Test,Major,Person 394,2012/04/24 13:39:17 +0100,2012/04/24 13:39:17 +0100,Person 394,2012/04/25 07:01:47 +0100
5712,Bug,Closed,Fixed,Test,Major,Person 394,2012/04/24 14:10:04 +0100,2012/04/24 14:10:04 +0100,Person 394,2012/04/25 12:21:39 +0100
5714,Bug,Closed,Fixed,Test,Major,Person 394,2012/04/24 14:56:42 +0100,2012/04/24 14:56:42 +0100,Person 394,2012/04/25 12:23:37 +0100
5715,Bug,Closed,Fixed,Test,Major,Person 394,2012/04/24 15:09:37 +0100,2012/04/24 15:09:37 +0100,Person 394,2012/04/25 12:26:17 +0100
5716,Bug,Closed,Fixed,Test,Major,Person 394,2012/04/24 15:15:41 +0100,2012/04/24 15:15:41 +0100,Person 394,2012/04/25 12:26:48 +0100
5717,Bug,Closed,Fixed,Test,Major,Person 394,2012/04/24 15:19:42 +0100,2012/04/25 09:57:59 +0100,Person 394,2012/04/25 12:12:07 +0100
5720,Bug,Closed,Fixed,Test,Major,Person 394,2012/04/24 15:57:38 +0100,2012/04/24 15:57:38 +0100,Person 394,2012/04/25 12:25:31 +0100
5721,Bug,Closed,Fixed,Test,Major,Person 394,2012/04/25 12:45:46 +0100,2012/04/25 14:23:27 +0100,Person 394,2012/04/27 08:20:56 +0100
5722,Bug,Closed,Fixed,Test,Major,Person 394,2012/04/25 12:51:42 +0100,2012/04/25 14:00:06 +0100,Person 394,2012/04/27 08:20:08 +0100
5724,Bug,Closed,Fixed,Test,Major,Person 394,2012/04/25 12:57:09 +0100,2012/04/25 16:07:15 +0100,Person 394,2012/04/27 08:22:03 +0100
5729,Bug,Closed,Fixed,Test,Major,Person 394,2012/04/27 07:59:03 +0100,2012/04/27 07:59:03 +0100,Person 394,2012/04/30 10:20:23 +0100
5732,Bug,Closed,Fixed,Test,Minor,Person 422,2012/04/29 20:46:35 +0100,2012/04/29 20:46:35 +0100,Person 422,2012/04/30 12:47:41 +0100
5736,Bug,Closed,Fixed,SQL,Major,Person 394,2012/05/02 11:22:42 +0100,2012/05/02 11:57:23 +0100,Person 394,2012/05/08 12:26:46 +0100
5740,Improvement,Closed,Fixed,SQL,Trivial,Person 422,2012/05/03 13:31:43 +0100,2012/10/01 10:16:02 +0100,Person 422,2012/10/01 10:16:02 +0100
5742,Improvement,Closed,Fixed,Services,Major,Person 405,2012/05/03 15:12:35 +0100,2012/05/03 19:15:38 +0100,Person 418,2013/06/14 17:44:49 +0100
5750,Bug,Closed,Fixed,SQL,Minor,Person 380,2012/05/09 04:56:42 +0100,2012/06/12 16:21:46 +0100,Person 380,2012/07/03 04:39:18 +0100
5760,Bug,Closed,Fixed,JDBC,Minor,Person 394,2012/05/11 13:32:12 +0100,2012/05/11 13:32:12 +0100,Person 394,2012/05/22 09:38:52 +0100
5771,Improvement,Closed,Fixed,Test,Trivial,Person 394,2012/05/18 11:25:25 +0100,2012/05/18 11:25:25 +0100,Person 394,2012/05/23 11:05:17 +0100
5775,Bug,Closed,Fixed,Test,Trivial,Person 393,2012/05/21 18:32:04 +0100,2012/09/25 21:53:50 +0100,Person 383,2012/09/25 22:11:55 +0100
5779,Bug,Closed,Fixed,SQL,Major,Person 418,2012/05/23 14:55:59 +0100,2012/06/21 16:36:19 +0100,Person 418,2013/06/28 00:02:15 +0100
5783,Improvement,Closed,Fixed,Test,Minor,Person 394,2012/05/25 12:52:55 +0100,2012/05/25 12:52:55 +0100,Person 394,2012/05/30 11:58:23 +0100
5791,Improvement,Closed,Fixed,Test,Minor,Person 394,2012/05/29 13:35:57 +0100,2012/05/29 13:35:57 +0100,Person 394,2012/05/30 11:59:50 +0100
5792,Improvement,Closed,Fixed,JDBC; Store,Major,Person 418,2012/05/30 14:42:08 +0100,2012/09/10 14:05:46 +0100,Person 422,2013/06/14 20:18:49 +0100
5795,Bug,Closed,Fixed,Build tools,Minor,Person 471,2012/06/01 18:13:50 +0100,2012/11/06 11:24:27 +0100,Person 418,2012/11/06 11:24:27 +0100
5796,Improvement,Closed,Fixed,Network Client,Minor,Person 394,2012/06/04 15:34:05 +0100,2012/06/04 15:34:05 +0100,Person 394,2012/06/05 10:50:30 +0100
5797,Bug,Closed,Fixed,Test,Major,Person 383,2012/06/04 19:03:51 +0100,2012/06/18 07:48:28 +0100,Person 422,2012/06/18 07:48:28 +0100
5798,Improvement,Closed,Fixed,Test,Minor,Person 394,2012/06/05 13:34:41 +0100,2012/06/05 13:34:41 +0100,Person 394,2012/06/08 14:31:45 +0100
5802,Improvement,Closed,Fixed,Test,Trivial,Person 422,2012/06/07 10:49:21 +0100,2012/06/07 10:49:21 +0100,Person 422,2012/06/08 07:06:24 +0100
5815,Improvement,Closed,Fixed,Test,Trivial,Person 422,2012/06/13 13:25:15 +0100,2012/06/13 13:25:15 +0100,Person 422,2012/06/14 10:42:27 +0100
5824,Bug,Resolved,Fixed,Test,Major,Person 393,2012/06/20 19:00:57 +0100,2014/06/03 11:27:22 +0100,Person 394,2014/06/12 09:56:24 +0100
5830,Bug,Closed,Fixed,Services,Major,Person 394,2012/06/23 12:42:35 +0100,2012/06/23 12:42:35 +0100,Person 394,2012/07/09 12:16:19 +0100
5838,Bug,Closed,Fixed,SQL,Major,Person 418,2012/07/02 13:53:00 +0100,2012/07/02 14:57:59 +0100,Person 418,2012/07/17 16:39:01 +0100
5847,Improvement,Closed,Fixed,Network Server,Minor,Person 394,2012/07/04 18:06:12 +0100,2012/07/04 18:06:12 +0100,Person 394,2012/07/20 07:14:51 +0100
5860,Improvement,Closed,Fixed,Network Server,Major,Person 394,2012/07/17 14:46:57 +0100,2012/07/17 14:46:57 +0100,Person 394,2012/07/18 11:02:51 +0100
5874,Improvement,Closed,Fixed,JDBC,Trivial,Person 394,2012/07/23 13:58:00 +0100,2012/07/23 13:58:00 +0100,Person 394,2012/07/24 18:09:01 +0100
5877,Improvement,Closed,Fixed,JDBC,Minor,Person 394,2012/07/24 08:19:31 +0100,2012/07/24 08:19:31 +0100,Person 394,2012/07/25 07:35:26 +0100
5878,Improvement,Closed,Fixed,Build tools,Major,Person 418,2012/07/24 19:51:58 +0100,2012/07/24 19:52:46 +0100,Person 418,2013/03/15 14:40:20 +0100
5883,Improvement,Closed,Fixed,JDBC,Minor,Person 394,2012/07/26 12:30:29 +0100,2012/07/26 12:30:29 +0100,Person 394,2012/08/13 13:56:20 +0100
5885,Bug,Closed,Fixed,Documentation; Localization,Major,Person 418,2012/07/26 20:25:51 +0100,2012/07/30 15:54:18 +0100,Person 418,2013/01/24 17:39:01 +0100
5897,Bug,Closed,Fixed,Test,Minor,Person 422,2012/08/09 08:39:57 +0100,2012/08/09 08:39:57 +0100,Person 422,2012/08/13 10:54:43 +0100
5898,Improvement,Closed,Fixed,Test,Trivial,Person 383,2012/08/09 18:13:13 +0100,null,Unassigned,2012/08/09 21:54:44 +0100
5914,Bug,Closed,Fixed,Network Client,Minor,Person 422,2012/08/30 13:45:35 +0100,2012/08/30 13:45:35 +0100,Person 422,2012/10/01 12:54:09 +0100
5927,Improvement,Closed,Fixed,JDBC,Trivial,Person 422,2012/09/13 08:47:22 +0100,2012/09/13 08:47:22 +0100,Person 422,2012/09/17 06:43:01 +0100
5951,Bug,Closed,Fixed,SQL,Major,Person 418,2012/10/16 16:33:53 +0100,2012/10/16 16:51:48 +0100,Person 418,2012/10/16 20:10:36 +0100
5954,Bug,Closed,Fixed,SQL,Major,Person 418,2012/10/17 14:40:15 +0100,2012/10/19 15:11:13 +0100,Person 405,2012/11/06 19:56:21 +0100
5964,Bug,Closed,Fixed,Test,Minor,Person 394,2012/10/29 12:06:48 +0100,2012/11/02 08:33:11 +0100,Person 394,2012/11/02 08:33:11 +0100
5969,Bug,Closed,Fixed,Services,Major,Person 418,2012/10/29 18:54:26 +0100,2012/11/02 14:21:18 +0100,Person 418,2013/06/27 23:42:34 +0100
5972,Bug,Closed,Fixed,SQL,Major,Person 394,2012/10/31 13:25:49 +0100,2012/11/05 16:40:48 +0100,Person 394,2012/11/11 23:55:23 +0100
5989,Improvement,Closed,Fixed,SQL,Minor,Person 394,2012/11/12 09:21:38 +0100,2012/11/12 09:21:38 +0100,Person 394,2012/11/14 09:59:28 +0100
5992,Improvement,Closed,Fixed,Test,Minor,Person 394,2012/11/13 14:32:28 +0100,2012/11/13 14:32:28 +0100,Person 394,2012/11/14 09:23:15 +0100
5998,Bug,Closed,Fixed,Replication; Test,Minor,Person 394,2012/11/15 10:28:03 +0100,2012/11/15 10:58:21 +0100,Person 394,2012/11/19 14:17:19 +0100
6001,Bug,Closed,Fixed,Test,Major,Person 394,2012/11/21 11:06:57 +0100,2012/11/22 12:00:38 +0100,Person 394,2012/11/29 15:12:02 +0100
6006,Bug,Closed,Fixed,Store,Major,Person 394,2012/12/03 14:02:16 +0100,2012/12/04 15:19:51 +0100,Person 394,2012/12/06 17:34:37 +0100
6017,Bug,Closed,Fixed,SQL,Major,Person 394,2012/12/18 14:27:34 +0100,2012/12/18 14:27:34 +0100,Person 394,2013/03/04 14:47:14 +0100
6033,Improvement,Closed,Fixed,SQL,Major,Person 418,2013/01/03 17:10:50 +0100,2013/01/03 18:50:40 +0100,Person 418,2013/01/03 21:11:16 +0100
6045,Bug,Closed,Fixed,SQL,Major,Person 515,2013/01/17 18:59:56 +0100,2013/05/08 20:44:29 +0100,Person 380,2013/05/30 19:01:19 +0100
6064,Bug,Closed,Fixed,Test,Major,Person 422,2013/02/01 12:58:01 +0100,2013/02/01 12:58:01 +0100,Person 422,2013/02/05 12:46:33 +0100
6079,Bug,Closed,Fixed,Test,Major,Person 395,2013/02/20 01:51:03 +0100,2013/02/22 18:25:15 +0100,Person 395,2013/02/22 18:29:17 +0100
6090,Bug,Closed,Fixed,Documentation,Major,Person 405,2013/02/22 07:36:33 +0100,2013/02/22 07:36:33 +0100,Person 405,2013/03/20 06:56:53 +0100
6092,Bug,Closed,Fixed,JDBC,Major,Person 393,2013/02/26 01:48:14 +0100,2013/04/10 09:29:25 +0100,Person 394,2013/04/10 09:29:25 +0100
6100,Bug,Closed,Fixed,Test,Major,Person 394,2013/03/06 15:40:09 +0100,2013/03/06 15:40:09 +0100,Person 394,2013/03/07 14:26:17 +0100
6107,Bug,Resolved,Fixed,Test,Major,Person 418,2013/03/13 14:16:18 +0100,2014/03/21 14:58:19 +0100,Person 394,2014/03/31 12:43:08 +0100
6112,Bug,Resolved,Fixed,Network Server; Test,Major,Person 393,2013/03/18 21:47:25 +0100,2014/09/18 23:16:40 +0100,Person 383,2014/09/18 23:16:40 +0100
6124,Bug,Resolved,Fixed,Test,Major,Person 405,2013/03/22 02:47:51 +0100,2013/10/17 12:05:38 +0100,Person 418,2013/10/17 12:05:38 +0100
6131,Bug,Closed,Fixed,SQL,Major,Person 516,2013/03/27 14:17:37 +0100,2013/03/30 00:46:05 +0100,Person 395,2013/04/10 20:12:46 +0100
6144,Bug,Closed,Fixed,Test,Major,Person 395,2013/04/03 02:18:50 +0100,2013/04/11 01:00:13 +0100,Person 395,2013/04/12 00:21:03 +0100
6146,Bug,Closed,Fixed,Test,Major,Person 395,2013/04/03 03:34:59 +0100,2013/09/26 15:22:00 +0100,Person 393,2013/09/26 21:07:22 +0100
6150,Improvement,Closed,Fixed,Test,Major,Person 393,2013/04/04 01:58:03 +0100,2013/04/07 14:41:09 +0100,Person 393,2013/04/07 14:41:09 +0100
6151,Bug,Closed,Fixed,SQL,Major,Person 418,2013/04/04 19:56:44 +0100,2013/04/04 19:57:00 +0100,Person 418,2013/06/14 19:23:08 +0100
6161,Improvement,Closed,Fixed,JDBC,Minor,Person 394,2013/04/10 09:32:56 +0100,2013/04/10 09:32:56 +0100,Person 394,2013/04/10 16:01:36 +0100
6167,Bug,Closed,Fixed,JDBC,Minor,Person 394,2013/04/11 13:12:42 +0100,2013/07/04 13:02:26 +0100,Person 394,2013/07/09 11:51:23 +0100
6168,Improvement,Closed,Fixed,Services,Minor,Person 394,2013/04/11 13:48:29 +0100,2013/04/11 13:49:21 +0100,Person 394,2013/06/04 10:23:47 +0100
6178,Bug,Closed,Fixed,Test,Critical,Person 395,2013/04/12 21:48:06 +0100,2013/04/13 00:30:19 +0100,Person 395,2013/04/15 17:53:29 +0100
6182,Bug,Closed,Fixed,Services,Minor,Person 418,2013/04/15 19:12:50 +0100,2013/04/15 19:27:02 +0100,Person 418,2013/04/18 15:52:43 +0100
6185,Bug,Closed,Fixed,SQL,Major,Person 516,2013/04/16 16:41:28 +0100,2013/04/17 17:47:47 +0100,Person 380,2013/04/26 03:04:02 +0100
6188,Bug,Closed,Fixed,Services,Minor,Person 418,2013/04/17 20:07:50 +0100,2013/04/19 15:22:28 +0100,Person 418,2013/06/14 17:27:54 +0100
6197,Bug,Closed,Fixed,Tools,Minor,Person 418,2013/04/23 14:25:26 +0100,2013/04/23 14:25:26 +0100,Person 418,2013/04/23 20:23:45 +0100
6200,Bug,Closed,Fixed,SQL,Minor,Person 418,2013/04/23 20:49:50 +0100,2013/04/23 20:49:50 +0100,Person 418,2013/05/20 13:36:08 +0100
6202,Bug,Closed,Fixed,SQL,Minor,Person 418,2013/04/24 19:58:06 +0100,2013/04/24 19:58:06 +0100,Person 418,2013/05/20 13:35:30 +0100
6206,Bug,Closed,Fixed,SQL,Minor,Person 418,2013/04/25 16:28:23 +0100,2013/04/25 16:28:23 +0100,Person 418,2013/05/20 13:34:29 +0100
6211,Improvement,Closed,Fixed,SQL,Major,Person 418,2013/05/01 19:37:45 +0100,2013/05/01 19:37:45 +0100,Person 418,2014/03/06 14:15:47 +0100
6212,Bug,Closed,Fixed,SQL,Minor,Person 394,2013/05/02 12:32:41 +0100,2013/07/03 21:47:13 +0100,Person 394,2013/07/03 21:47:13 +0100
6224,Bug,Closed,Fixed,Miscellaneous,Major,Person 394,2013/05/15 09:20:33 +0100,2013/05/30 13:17:23 +0100,Person 394,2013/06/20 16:13:36 +0100
6225,Bug,Resolved,Fixed,Test,Minor,Person 405,2013/05/22 05:29:19 +0100,2013/07/03 20:40:35 +0100,Person 405,2013/07/03 20:40:35 +0100
6230,Improvement,Closed,Fixed,Services,Major,Person 394,2013/05/28 12:16:17 +0100,2013/05/28 12:16:17 +0100,Person 394,2013/05/30 08:20:28 +0100
6231,Improvement,Closed,Fixed,Network Client,Minor,Person 394,2013/05/28 13:10:50 +0100,2013/05/28 13:10:50 +0100,Person 394,2013/05/30 08:21:01 +0100
6233,Bug,Closed,Fixed,Test,Major,Person 394,2013/05/29 13:02:50 +0100,2013/05/30 13:21:44 +0100,Person 394,2013/05/31 08:41:20 +0100
6247,Bug,Resolved,Fixed,Test,Major,Person 395,2013/06/05 18:04:39 +0100,2014/10/02 04:03:24 +0100,Person 383,2014/10/06 17:40:34 +0100
6266,Improvement,Closed,Fixed,SQL,Major,Person 418,2013/06/17 18:54:25 +0100,2013/06/25 04:39:20 +0100,Person 418,2014/05/30 15:56:22 +0100
6267,Improvement,Closed,Fixed,SQL,Major,Person 418,2013/06/17 20:48:31 +0100,null,Unassigned,2014/03/06 14:17:01 +0100
6273,Bug,Closed,Fixed,SQL,Major,Person 394,2013/06/24 10:46:02 +0100,2013/06/25 11:52:28 +0100,Person 394,2013/06/26 17:31:46 +0100
6292,Improvement,Closed,Fixed,Services,Trivial,Person 394,2013/07/11 11:11:15 +0100,2013/07/11 11:11:15 +0100,Person 394,2013/07/19 10:36:45 +0100
6295,Improvement,Closed,Fixed,Test,Minor,Person 394,2013/07/12 11:09:30 +0100,2013/07/25 11:39:55 +0100,Person 394,2013/07/26 09:33:40 +0100
6296,Improvement,Closed,Fixed,Services,Trivial,Person 394,2013/07/12 11:50:17 +0100,2013/07/12 11:50:17 +0100,Person 394,2013/07/19 10:36:04 +0100
6297,Bug,Closed,Fixed,Tools,Major,Person 394,2013/07/18 11:25:11 +0100,2013/08/27 13:58:19 +0100,Person 394,2013/08/28 11:44:15 +0100
6306,Bug,Closed,Fixed,Test,Major,Person 394,2013/07/26 09:15:18 +0100,2013/08/28 11:38:05 +0100,Person 394,2013/08/29 10:27:58 +0100
6320,Improvement,Closed,Fixed,Store,Major,Person 393,2013/08/28 21:00:20 +0100,2013/09/18 18:15:35 +0100,Person 395,2013/11/04 22:32:47 +0100
6323,Bug,Closed,Fixed,Miscellaneous,Minor,Person 394,2013/08/29 12:16:49 +0100,2013/08/29 12:16:49 +0100,Person 394,2013/09/04 10:28:07 +0100
6324,Bug,Closed,Fixed,JDBC,Major,Person 418,2013/08/29 13:27:39 +0100,2013/08/29 17:22:09 +0100,Person 383,2013/09/05 19:51:26 +0100
6330,Improvement,Closed,Fixed,Network Server,Trivial,Person 86,2013/09/02 18:48:53 +0100,2013/09/02 18:48:53 +0100,Person 86,2013/09/11 12:57:59 +0100
6338,Improvement,Closed,Fixed,Build tools,Minor,Person 394,2013/09/05 20:49:41 +0100,null,Unassigned,2013/09/20 22:06:50 +0100
6342,Bug,Resolved,Fixed,Test,Major,Person 380,2013/09/09 19:33:30 +0100,2014/10/03 20:35:45 +0100,Person 394,2014/10/03 20:35:45 +0100
6356,Bug,Closed,Fixed,Test,Major,Person 383,2013/09/27 17:59:54 +0100,2013/09/27 17:59:54 +0100,Person 383,2013/10/01 22:21:47 +0100
6357,Bug,Resolved,Fixed,SQL,Major,Person 394,2013/09/30 13:22:10 +0100,2013/09/30 13:22:10 +0100,Person 394,2013/10/01 10:08:49 +0100
6386,Bug,Closed,Fixed,Network Client,Major,Person 393,2013/10/21 22:11:34 +0100,2014/03/03 19:39:34 +0100,Person 393,2014/03/03 19:39:34 +0100
6396,Bug,Closed,Fixed,Miscellaneous,Major,Person 517,2013/10/29 01:42:40 +0100,2013/10/29 10:15:59 +0100,Person 394,2013/11/04 11:14:33 +0100
6410,Bug,Closed,Fixed,Services,Minor,Person 518,2013/11/08 11:02:18 +0100,2014/04/04 12:24:19 +0100,Person 394,2014/05/05 12:37:18 +0100
6411,Bug,Closed,Fixed,SQL,Major,Person 394,2013/11/08 13:47:44 +0100,2013/11/08 13:47:44 +0100,Person 394,2013/11/15 14:23:39 +0100
6414,Bug,Resolved,Fixed,SQL,Major,Person 418,2013/11/12 16:48:11 +0100,2014/08/18 21:18:02 +0100,Person 380,2014/10/01 05:20:14 +0100
6434,Bug,Closed,Fixed,SQL,Major,Person 418,2013/12/12 21:25:59 +0100,2014/01/16 16:46:58 +0100,Person 418,2014/05/30 15:54:42 +0100
6440,Bug,Resolved,Fixed,Tools,Major,Person 394,2013/12/23 19:25:18 +0100,2014/10/10 18:50:37 +0100,Person 418,2014/10/10 18:50:37 +0100
6443,Bug,Closed,Fixed,SQL,Major,Person 449,2013/12/31 10:37:49 +0100,2014/01/07 09:28:14 +0100,Person 394,2014/02/05 13:15:02 +0100
6455,Bug,Closed,Fixed,Network Server,Critical,Person 519,2014/01/13 16:56:33 +0100,null,Unassigned,2014/01/22 14:10:17 +0100
6457,Bug,Closed,Fixed,Network Server,Major,Person 394,2014/01/20 17:29:28 +0100,2014/01/21 12:46:58 +0100,Person 394,2014/01/22 11:50:49 +0100
6471,Improvement,Resolved,Fixed,Test,Major,Person 418,2014/02/07 02:34:37 +0100,2014/10/29 05:05:14 +0100,Person 383,2014/11/04 05:16:58 +0100
6482,Improvement,Resolved,Fixed,Demos/Scripts,Minor,Person 418,2014/02/18 02:31:44 +0100,null,Unassigned,2014/03/06 03:39:39 +0100
6484,Improvement,Closed,Fixed,Network Client,Minor,Person 394,2014/02/19 13:21:19 +0100,2014/02/20 16:07:40 +0100,Person 394,2014/02/25 09:48:00 +0100
6496,Bug,Closed,Fixed,SQL,Major,Person 418,2014/03/05 20:24:22 +0100,2014/10/22 19:15:04 +0100,Person 418,2014/10/22 19:15:04 +0100
6500,Bug,Closed,Fixed,Test,Major,Person 395,2014/03/06 18:08:40 +0100,2014/03/13 13:47:28 +0100,Person 418,2014/03/19 22:52:07 +0100
6503,Bug,Resolved,Fixed,Network Server; Services,Major,Person 394,2014/03/07 16:26:30 +0100,2014/11/18 23:37:23 +0100,Person 394,2014/11/18 23:37:23 +0100
6511,Bug,Closed,Fixed,SQL,Major,Person 418,2014/03/14 18:53:45 +0100,2014/03/14 18:57:00 +0100,Person 418,2014/05/30 15:34:26 +0100
6534,Improvement,Closed,Fixed,Store,Trivial,Person 394,2014/04/01 08:17:09 +0100,2014/04/01 08:17:09 +0100,Person 394,2014/04/01 10:05:01 +0100
6535,Improvement,Closed,Fixed,Store,Trivial,Person 394,2014/04/01 10:11:06 +0100,2014/04/01 10:11:06 +0100,Person 394,2014/04/01 13:46:23 +0100
6543,Bug,Resolved,Fixed,SQL,Major,Person 394,2014/04/16 10:25:01 +0100,2014/10/07 17:29:41 +0100,Person 394,2014/10/07 17:29:41 +0100
6544,Bug,Closed,Fixed,Test,Major,Person 418,2014/04/16 13:10:50 +0100,2014/04/24 08:38:10 +0100,Person 418,2014/05/05 14:15:36 +0100
6547,Bug,Resolved,Fixed,,Major,Person 418,2014/04/22 16:52:57 +0100,2014/05/13 18:15:06 +0100,Person 380,2014/05/27 21:32:45 +0100
6553,Bug,Resolved,Fixed,SQL,Major,Person 394,2014/04/25 11:15:55 +0100,null,Unassigned,2014/05/19 18:53:19 +0100
6563,Bug,Resolved,Fixed,SQL,Major,Person 394,2014/05/05 13:40:19 +0100,2014/10/15 17:28:51 +0100,Person 394,2014/10/15 17:28:51 +0100
6565,Bug,Resolved,Fixed,SQL,Minor,Person 394,2014/05/06 12:27:56 +0100,2014/10/10 19:22:22 +0100,Person 405,2014/10/10 19:22:22 +0100
6566,Improvement,Closed,Fixed,SQL,Minor,Person 394,2014/05/08 08:31:29 +0100,2014/05/08 08:31:29 +0100,Person 394,2014/05/12 08:31:04 +0100
6567,Bug,Resolved,Fixed,SQL,Major,Person 394,2014/05/08 15:34:59 +0100,2014/10/15 17:29:58 +0100,Person 394,2014/10/15 17:29:58 +0100
6585,Improvement,Closed,Fixed,Tools,Major,Person 383,2014/05/23 19:15:33 +0100,2014/05/23 19:15:33 +0100,Person 383,2014/05/28 20:17:30 +0100
6595,Bug,Resolved,Fixed,SQL,Major,Person 394,2014/06/03 13:53:04 +0100,2014/10/10 19:03:25 +0100,Person 418,2014/10/15 17:31:12 +0100
6611,Bug,Resolved,Fixed,Documentation,Major,Person 405,2014/06/11 20:28:55 +0100,2014/07/01 17:37:18 +0100,Person 405,2014/07/01 17:37:18 +0100
6616,Bug,Resolved,Fixed,SQL,Major,Person 418,2014/06/17 14:32:57 +0100,2014/07/01 17:52:05 +0100,Person 418,2014/07/10 17:54:13 +0100
6624,Improvement,Resolved,Fixed,SQL,Minor,Person 394,2014/06/19 10:20:15 +0100,2014/06/19 10:20:15 +0100,Person 394,2014/06/23 13:54:08 +0100
6626,Improvement,Resolved,Fixed,Miscellaneous,Major,Person 394,2014/06/19 13:32:32 +0100,2014/07/09 12:07:56 +0100,Person 394,2014/07/09 12:07:56 +0100
